time,model,count,message,sources,configs_json
2026-05-15 10:14:20.275000,Mistral-7B-Instruct-v0.1,11,Retry 2/3 for task <id>: litellm.BadRequestError: Hosted_vllmException -,logs/Rollout-Min3-8B-tau2-116780.out:175; logs/Rollout-Min3-8B-tau2-116780.out:198; logs/Rollout-Min3-8B-tau2-116780.out:221; logs/Rollout-Min3-8B-tau2-116780.out:462; logs/Rollout-Min3-8B-tau2-116780.out:485; logs/Rollout-Min3-8B-tau2-116780.out:508; logs/Rollout-Min3-8B-tau2-116780.out:747; logs/Rollout-Min3-8B-tau2-116780.out:770; logs/Rollout-Min3-8B-tau2-116780.out:797; logs/Rollout-Min3-8B-tau2-116780.out:1010; logs/Rollout-Min3-8B-tau2-116780.out:1033,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/Mistral-7B-Instruct-v0.1"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""Mistral-7B-Instruct-v0.1"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/Mistral-7B-Instruct-v0.1/clean/seed_2"", ""range"": ""0 -> 10"", ""seed"": ""2"", ""source_file"": ""Rollout-Min3-8B-tau2-116780.out"", ""source_model"": ""Min3-8B-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini""}]"
2026-05-15 10:14:25.922000,Mistral-7B-Instruct-v0.1,11,Retry 3/3 for task <id>: litellm.BadRequestError: Hosted_vllmException -,logs/Rollout-Min3-8B-tau2-116780.out:244; logs/Rollout-Min3-8B-tau2-116780.out:267; logs/Rollout-Min3-8B-tau2-116780.out:290; logs/Rollout-Min3-8B-tau2-116780.out:531; logs/Rollout-Min3-8B-tau2-116780.out:554; logs/Rollout-Min3-8B-tau2-116780.out:603; logs/Rollout-Min3-8B-tau2-116780.out:816; logs/Rollout-Min3-8B-tau2-116780.out:839; logs/Rollout-Min3-8B-tau2-116780.out:890; logs/Rollout-Min3-8B-tau2-116780.out:1056; logs/Rollout-Min3-8B-tau2-116780.out:1079,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/Mistral-7B-Instruct-v0.1"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""Mistral-7B-Instruct-v0.1"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/Mistral-7B-Instruct-v0.1/clean/seed_2"", ""range"": ""0 -> 10"", ""seed"": ""2"", ""source_file"": ""Rollout-Min3-8B-tau2-116780.out"", ""source_model"": ""Min3-8B-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini""}]"
2026-05-15 10:14:34.293000,Mistral-7B-Instruct-v0.1,11,"| ERROR | tau2.runner.progress:run_with_retry:101 - task <id> failed after 4 attempts: litellm.BadRequestError: Hosted_vllmException - {""error"":{""message"":""After the optional system message, conversation roles must alternate user/assistant/user/assistant/..."",""type"":""BadRequestError"",""param"":null,""code"":400}}",logs/Rollout-Min3-8B-tau2-116780.out:313; logs/Rollout-Min3-8B-tau2-116780.out:339; logs/Rollout-Min3-8B-tau2-116780.out:365; logs/Rollout-Min3-8B-tau2-116780.out:581; logs/Rollout-Min3-8B-tau2-116780.out:626; logs/Rollout-Min3-8B-tau2-116780.out:652; logs/Rollout-Min3-8B-tau2-116780.out:862; logs/Rollout-Min3-8B-tau2-116780.out:936; logs/Rollout-Min3-8B-tau2-116780.out:985; logs/Rollout-Min3-8B-tau2-116780.out:1102; logs/Rollout-Min3-8B-tau2-116780.out:1127,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/Mistral-7B-Instruct-v0.1"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""Mistral-7B-Instruct-v0.1"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/Mistral-7B-Instruct-v0.1/clean/seed_2"", ""range"": ""0 -> 10"", ""seed"": ""2"", ""source_file"": ""Rollout-Min3-8B-tau2-116780.out"", ""source_model"": ""Min3-8B-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini""}]"
2026-05-15 10:14:34.293000,Mistral-7B-Instruct-v0.1,11,task <id> failed permanently after 4 attempts: litellm.BadRequestError:,logs/Rollout-Min3-8B-tau2-116780.out:315; logs/Rollout-Min3-8B-tau2-116780.out:341; logs/Rollout-Min3-8B-tau2-116780.out:367; logs/Rollout-Min3-8B-tau2-116780.out:583; logs/Rollout-Min3-8B-tau2-116780.out:628; logs/Rollout-Min3-8B-tau2-116780.out:654; logs/Rollout-Min3-8B-tau2-116780.out:864; logs/Rollout-Min3-8B-tau2-116780.out:938; logs/Rollout-Min3-8B-tau2-116780.out:987; logs/Rollout-Min3-8B-tau2-116780.out:1104; logs/Rollout-Min3-8B-tau2-116780.out:1129,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/Mistral-7B-Instruct-v0.1"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""Mistral-7B-Instruct-v0.1"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/Mistral-7B-Instruct-v0.1/clean/seed_2"", ""range"": ""0 -> 10"", ""seed"": ""2"", ""source_file"": ""Rollout-Min3-8B-tau2-116780.out"", ""source_model"": ""Min3-8B-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini""}]"
2026-05-15 15:01:00.344000,gemma-2-9b-it,44,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.BadRequestError: Hosted_vllmException - {""error"":{""message"":""System role not supported"",""type"":""BadRequestError"",""param"":null,""code"":400}}",logs/Rollout-Gemma-tau2-116938.out:104; logs/Rollout-Gemma-tau2-116938.out:125; logs/Rollout-Gemma-tau2-116938.out:146; logs/Rollout-Gemma-tau2-116938.out:167; logs/Rollout-Gemma-tau2-116938.out:188; logs/Rollout-Gemma-tau2-116938.out:209; logs/Rollout-Gemma-tau2-116938.out:230; logs/Rollout-Gemma-tau2-116938.out:251; logs/Rollout-Gemma-tau2-116938.out:272; logs/Rollout-Gemma-tau2-116938.out:293; logs/Rollout-Gemma-tau2-116938.out:317; logs/Rollout-Gemma-tau2-116938.out:341; logs/Rollout-Gemma-tau2-116938.out:365; logs/Rollout-Gemma-tau2-116938.out:386; logs/Rollout-Gemma-tau2-116938.out:409; logs/Rollout-Gemma-tau2-116938.out:430; logs/Rollout-Gemma-tau2-116938.out:451; logs/Rollout-Gemma-tau2-116938.out:472; logs/Rollout-Gemma-tau2-116938.out:493; logs/Rollout-Gemma-tau2-116938.out:514; logs/Rollout-Gemma-tau2-116938.out:535; logs/Rollout-Gemma-tau2-116938.out:559; logs/Rollout-Gemma-tau2-116938.out:583; logs/Rollout-Gemma-tau2-116938.out:604; logs/Rollout-Gemma-tau2-116938.out:625; logs/Rollout-Gemma-tau2-116938.out:646; logs/Rollout-Gemma-tau2-116938.out:670; logs/Rollout-Gemma-tau2-116938.out:691; logs/Rollout-Gemma-tau2-116938.out:712; logs/Rollout-Gemma-tau2-116938.out:735; logs/Rollout-Gemma-tau2-116938.out:756; logs/Rollout-Gemma-tau2-116938.out:777; logs/Rollout-Gemma-tau2-116938.out:798; logs/Rollout-Gemma-tau2-116938.out:822; logs/Rollout-Gemma-tau2-116938.out:846; logs/Rollout-Gemma-tau2-116938.out:867; logs/Rollout-Gemma-tau2-116938.out:888; logs/Rollout-Gemma-tau2-116938.out:909; logs/Rollout-Gemma-tau2-116938.out:932; logs/Rollout-Gemma-tau2-116938.out:953; logs/Rollout-Gemma-tau2-116938.out:974; logs/Rollout-Gemma-tau2-116938.out:995; logs/Rollout-Gemma-tau2-116938.out:1016; logs/Rollout-Gemma-tau2-116938.out:1040,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/gemma-2-9b-it"", ""concurrency"": ""3"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""gemma-2-9b-it"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/gemma-2-9b-it/clean/seed_1"", ""range"": ""0 -> 10"", ""save"": ""gemma-2-9b-it/clean/seed_1_0_10_116938_"", ""seed"": ""1"", ""source_file"": ""Rollout-Gemma-tau2-116938.out"", ""source_model"": ""Gemma-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini"", ""verbose"": ""\u2502""}]"
2026-05-15 15:01:00.344000,gemma-2-9b-it,11,Retry 1/3 for task <id>: litellm.BadRequestError: Hosted_vllmException -,logs/Rollout-Gemma-tau2-116938.out:106; logs/Rollout-Gemma-tau2-116938.out:127; logs/Rollout-Gemma-tau2-116938.out:148; logs/Rollout-Gemma-tau2-116938.out:367; logs/Rollout-Gemma-tau2-116938.out:388; logs/Rollout-Gemma-tau2-116938.out:453; logs/Rollout-Gemma-tau2-116938.out:606; logs/Rollout-Gemma-tau2-116938.out:627; logs/Rollout-Gemma-tau2-116938.out:693; logs/Rollout-Gemma-tau2-116938.out:869; logs/Rollout-Gemma-tau2-116938.out:890,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/gemma-2-9b-it"", ""concurrency"": ""3"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""gemma-2-9b-it"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/gemma-2-9b-it/clean/seed_1"", ""range"": ""0 -> 10"", ""save"": ""gemma-2-9b-it/clean/seed_1_0_10_116938_"", ""seed"": ""1"", ""source_file"": ""Rollout-Gemma-tau2-116938.out"", ""source_model"": ""Gemma-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini"", ""verbose"": ""\u2502""}]"
2026-05-15 15:01:05.394000,gemma-2-9b-it,11,Retry 2/3 for task <id>: litellm.BadRequestError: Hosted_vllmException -,logs/Rollout-Gemma-tau2-116938.out:169; logs/Rollout-Gemma-tau2-116938.out:190; logs/Rollout-Gemma-tau2-116938.out:211; logs/Rollout-Gemma-tau2-116938.out:411; logs/Rollout-Gemma-tau2-116938.out:432; logs/Rollout-Gemma-tau2-116938.out:516; logs/Rollout-Gemma-tau2-116938.out:672; logs/Rollout-Gemma-tau2-116938.out:714; logs/Rollout-Gemma-tau2-116938.out:758; logs/Rollout-Gemma-tau2-116938.out:934; logs/Rollout-Gemma-tau2-116938.out:955,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/gemma-2-9b-it"", ""concurrency"": ""3"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""gemma-2-9b-it"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/gemma-2-9b-it/clean/seed_1"", ""range"": ""0 -> 10"", ""save"": ""gemma-2-9b-it/clean/seed_1_0_10_116938_"", ""seed"": ""1"", ""source_file"": ""Rollout-Gemma-tau2-116938.out"", ""source_model"": ""Gemma-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini"", ""verbose"": ""\u2502""}]"
2026-05-15 15:01:10.480000,gemma-2-9b-it,11,Retry 3/3 for task <id>: litellm.BadRequestError: Hosted_vllmException -,logs/Rollout-Gemma-tau2-116938.out:232; logs/Rollout-Gemma-tau2-116938.out:253; logs/Rollout-Gemma-tau2-116938.out:274; logs/Rollout-Gemma-tau2-116938.out:474; logs/Rollout-Gemma-tau2-116938.out:495; logs/Rollout-Gemma-tau2-116938.out:585; logs/Rollout-Gemma-tau2-116938.out:737; logs/Rollout-Gemma-tau2-116938.out:779; logs/Rollout-Gemma-tau2-116938.out:848; logs/Rollout-Gemma-tau2-116938.out:976; logs/Rollout-Gemma-tau2-116938.out:997,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/gemma-2-9b-it"", ""concurrency"": ""3"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""gemma-2-9b-it"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/gemma-2-9b-it/clean/seed_1"", ""range"": ""0 -> 10"", ""save"": ""gemma-2-9b-it/clean/seed_1_0_10_116938_"", ""seed"": ""1"", ""source_file"": ""Rollout-Gemma-tau2-116938.out"", ""source_model"": ""Gemma-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini"", ""verbose"": ""\u2502""}]"
2026-05-15 15:01:17.172000,gemma-2-9b-it,11,"| ERROR | tau2.runner.progress:run_with_retry:101 - task <id> failed after 4 attempts: litellm.BadRequestError: Hosted_vllmException - {""error"":{""message"":""System role not supported"",""type"":""BadRequestError"",""param"":null,""code"":400}}",logs/Rollout-Gemma-tau2-116938.out:295; logs/Rollout-Gemma-tau2-116938.out:319; logs/Rollout-Gemma-tau2-116938.out:343; logs/Rollout-Gemma-tau2-116938.out:537; logs/Rollout-Gemma-tau2-116938.out:561; logs/Rollout-Gemma-tau2-116938.out:648; logs/Rollout-Gemma-tau2-116938.out:800; logs/Rollout-Gemma-tau2-116938.out:824; logs/Rollout-Gemma-tau2-116938.out:911; logs/Rollout-Gemma-tau2-116938.out:1018; logs/Rollout-Gemma-tau2-116938.out:1042,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/gemma-2-9b-it"", ""concurrency"": ""3"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""gemma-2-9b-it"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/gemma-2-9b-it/clean/seed_1"", ""range"": ""0 -> 10"", ""save"": ""gemma-2-9b-it/clean/seed_1_0_10_116938_"", ""seed"": ""1"", ""source_file"": ""Rollout-Gemma-tau2-116938.out"", ""source_model"": ""Gemma-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini"", ""verbose"": ""\u2502""}]"
2026-05-15 15:01:17.172000,gemma-2-9b-it,11,task <id> failed permanently after 4 attempts: litellm.BadRequestError:,logs/Rollout-Gemma-tau2-116938.out:297; logs/Rollout-Gemma-tau2-116938.out:321; logs/Rollout-Gemma-tau2-116938.out:345; logs/Rollout-Gemma-tau2-116938.out:539; logs/Rollout-Gemma-tau2-116938.out:563; logs/Rollout-Gemma-tau2-116938.out:650; logs/Rollout-Gemma-tau2-116938.out:802; logs/Rollout-Gemma-tau2-116938.out:826; logs/Rollout-Gemma-tau2-116938.out:913; logs/Rollout-Gemma-tau2-116938.out:1020; logs/Rollout-Gemma-tau2-116938.out:1044,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/gemma-2-9b-it"", ""concurrency"": ""3"", ""domain"": ""retail"", ""fault"": ""clean"", ""max_errors"": ""10"", ""max_steps"": ""200"", ""model"": ""gemma-2-9b-it"", ""output"": ""/gpfs/projects/imt526a/group2/agent-reliability/results/gemma-2-9b-it/clean/seed_1"", ""range"": ""0 -> 10"", ""save"": ""gemma-2-9b-it/clean/seed_1_0_10_116938_"", ""seed"": ""1"", ""source_file"": ""Rollout-Gemma-tau2-116938.out"", ""source_model"": ""Gemma-tau2"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""o4-mini"", ""verbose"": ""\u2502""}]"
